LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,LowQualFinSF,GrLivArea,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,TotalSF,Age,RemodAge
68.0,9571,0.0,739.0,0.0,405.0,1144.0,1144,0,1144,6,1956.0,596.0,44,0,0,0,0,0,0,2288.0,63,63
60.0,7200,0.0,777.0,0.0,117.0,894.0,894,0,894,6,1985.0,600.0,215,0,0,0,0,0,0,1788.0,47,47
69.0,7590,288.0,540.0,0.0,324.0,864.0,876,0,1812,8,1962.0,264.0,0,168,0,0,0,0,0,2676.0,57,57
60.0,8967,0.0,0.0,0.0,961.0,961.0,1077,0,1077,6,1920.0,338.0,0,0,0,0,0,0,0,2038.0,99,69
65.0,8125,100.0,812.0,0.0,280.0,1092.0,1112,0,1550,7,2007.0,438.0,0,168,0,0,0,0,0,2642.0,13,12
38.0,14963,0.0,786.0,0.0,474.0,1260.0,1288,0,1288,4,1996.0,500.0,120,30,0,0,224,0,0,2548.0,23,23
65.0,8767,0.0,24.0,0.0,1286.0,1310.0,1310,0,1310,6,2005.0,400.0,0,0,0,0,0,0,0,2620.0,14,14
60.0,10200,0.0,0.0,0.0,672.0,672.0,672,0,672,4,1940.0,240.0,168,0,0,0,0,0,0,1344.0,79,22
93.0,12090,650.0,0.0,0.0,1141.0,1141.0,1165,0,2263,10,1998.0,420.0,144,123,0,0,0,0,0,3404.0,21,21
64.0,10364,0.0,0.0,0.0,806.0,806.0,806,0,1572,7,1995.0,373.0,0,40,0,0,0,0,0,2378.0,24,23
72.0,9991,0.0,1116.0,0.0,165.0,1281.0,1620,0,1620,8,1993.0,490.0,120,78,0,0,0,0,0,2901.0,43,26
51.0,10480,0.0,0.0,0.0,1064.0,1064.0,1166,473,1639,6,1936.0,240.0,0,0,0,0,0,0,0,2230.0,83,69
63.0,15576,0.0,0.0,0.0,840.0,840.0,840,0,1680,8,1960.0,308.0,0,0,160,0,0,0,0,2520.0,104,43
109.0,14154,350.0,0.0,0.0,1063.0,1063.0,1071,0,2172,9,2006.0,947.0,192,62,0,0,0,0,0,3235.0,13,13
85.0,10800,100.0,789.0,0.0,245.0,1034.0,1050,0,2078,8,2008.0,836.0,0,102,0,0,0,0,0,3112.0,12,11
68.0,9571,0.0,0.0,0.0,1276.0,1276.0,1276,0,1276,5,1958.0,350.0,0,0,0,0,0,0,0,2552.0,61,61
100.0,34650,0.0,1056.0,0.0,0.0,1056.0,1056,0,1056,5,1955.0,572.0,264,0,0,0,0,0,0,2112.0,64,64
72.5,4403,432.0,578.0,0.0,892.0,1470.0,1478,0,1478,7,2009.0,484.0,0,144,0,0,0,0,0,2948.0,10,10
56.0,8960,0.0,0.0,0.0,1008.0,1008.0,1028,0,1028,5,1927.0,360.0,0,0,130,0,0,0,0,2036.0,92,69
59.0,11228,0.0,50.0,531.0,499.0,1080.0,1080,0,2097,9,1993.0,678.0,196,187,0,0,0,0,0,3177.0,26,26
73.0,8899,0.0,24.0,0.0,1316.0,1340.0,1340,0,1340,6,2007.0,396.0,100,30,0,0,0,0,0,2680.0,12,12
74.0,7844,203.0,209.0,0.0,463.0,672.0,672,0,1400,6,1978.0,440.0,0,0,0,0,0,0,0,2072.0,41,41
86.0,22420,0.0,1128.0,0.0,242.0,1370.0,1370,0,2624,10,1918.0,864.0,0,0,0,0,0,0,0,3994.0,101,69
60.0,8160,0.0,312.0,0.0,444.0,756.0,756,0,1134,7,1940.0,240.0,0,0,0,0,0,0,0,1890.0,79,69
65.0,8450,0.0,775.0,0.0,281.0,1056.0,1056,0,1056,6,1968.0,304.0,0,85,184,0,0,0,0,2112.0,51,51
78.0,7060,200.0,1309.0,0.0,35.0,1344.0,1344,0,1344,8,1997.0,784.0,0,0,0,0,0,0,0,2688.0,22,21
80.0,16635,126.0,1246.0,0.0,356.0,1602.0,1602,0,1602,8,1977.0,529.0,240,0,0,0,0,0,0,3204.0,42,19
100.0,21750,0.0,0.0,0.0,988.0,988.0,988,0,988,4,1954.0,520.0,0,0,0,0,0,0,0,1976.0,65,65
80.0,9200,473.0,986.0,0.0,484.0,1470.0,1470,0,2630,8,1998.0,696.0,0,66,0,0,0,0,0,4100.0,21,21
72.0,9000,74.0,616.0,0.0,580.0,1196.0,1196,0,1196,6,1956.0,297.0,0,44,0,0,0,0,0,2392.0,63,63
60.0,3378,0.0,0.0,0.0,651.0,651.0,707,0,1389,6,1947.0,240.0,0,0,126,0,0,0,0,2040.0,73,27
67.0,12800,145.0,1518.0,0.0,0.0,1518.0,1644,0,1644,5,1989.0,569.0,80,0,0,0,396,0,0,3162.0,30,30
77.0,8593,0.0,288.0,0.0,619.0,907.0,907,0,907,5,1964.0,352.0,0,0,0,0,0,0,0,1814.0,62,62
64.0,6762,108.0,664.0,0.0,544.0,1208.0,1208,0,1208,6,2007.0,628.0,105,54,0,0,0,0,0,2416.0,12,12
130.0,11457,0.0,1005.0,0.0,387.0,1392.0,1412,0,1412,6,1988.0,576.0,0,0,169,0,0,0,0,2804.0,31,31
21.0,1680,232.0,387.0,0.0,96.0,483.0,483,0,987,4,1971.0,264.0,0,0,0,0,0,0,0,1470.0,48,48
60.0,5586,0.0,0.0,0.0,901.0,901.0,1088,0,1198,7,0.0,0.0,0,98,0,0,0,0,0,2099.0,99,21
24.0,1920,376.0,471.0,0.0,294.0,765.0,765,0,1365,6,1971.0,440.0,240,36,0,0,0,0,0,2130.0,48,48
100.0,10839,0.0,0.0,0.0,926.0,926.0,926,0,1604,7,1997.0,470.0,0,36,0,0,0,0,0,2530.0,22,21
21.0,1890,0.0,495.0,0.0,135.0,630.0,630,0,630,3,0.0,0.0,88,0,0,0,0,0,0,1260.0,47,47
43.0,10667,0.0,385.0,344.0,70.0,799.0,827,0,1661,6,1996.0,550.0,158,61,0,0,0,0,0,2460.0,23,23
40.0,4400,0.0,0.0,0.0,648.0,648.0,734,0,1118,6,1990.0,440.0,0,0,0,0,0,0,0,1766.0,99,69
50.0,6000,0.0,0.0,0.0,884.0,884.0,904,0,904,4,1926.0,180.0,0,0,105,0,0,0,0,1788.0,93,15
40.0,4280,0.0,365.0,0.0,75.0,440.0,694,0,694,4,1990.0,352.0,0,0,34,0,0,0,0,1134.0,106,17
67.0,12354,0.0,0.0,0.0,684.0,684.0,684,0,1196,7,2005.0,528.0,0,46,0,0,0,0,800,1880.0,99,19
105.0,15431,200.0,1767.0,539.0,788.0,3094.0,2402,0,2402,10,2008.0,672.0,0,72,0,0,170,0,0,5496.0,11,11
92.0,12108,270.0,133.0,0.0,1307.0,1440.0,1440,0,1440,8,0.0,0.0,0,0,0,0,0,0,0,2880.0,64,64
52.0,6240,0.0,0.0,0.0,1078.0,1078.0,1128,0,1573,8,1930.0,360.0,0,0,0,0,0,0,0,2651.0,89,27
53.0,3922,72.0,0.0,0.0,1258.0,1258.0,1258,0,1258,6,2007.0,648.0,144,16,0,0,0,0,0,2516.0,13,12
70.0,8750,0.0,642.0,0.0,273.0,915.0,933,0,1908,8,1994.0,493.0,144,133,0,0,0,0,0,2823.0,25,24
73.0,9855,0.0,0.0,0.0,1436.0,1436.0,1689,0,1689,7,1956.0,480.0,0,0,0,0,0,0,0,3125.0,63,63
137.0,16492,0.0,247.0,713.0,557.0,1517.0,1888,0,1888,6,1966.0,578.0,0,0,0,0,0,0,0,3405.0,53,17
64.0,11214,0.0,0.0,0.0,930.0,930.0,956,0,1886,10,1998.0,431.0,89,0,0,0,0,0,0,2816.0,21,20
50.0,8600,0.0,0.0,0.0,780.0,780.0,780,0,1376,7,1937.0,198.0,0,0,0,0,0,0,0,2156.0,82,69
50.0,6000,0.0,331.0,0.0,318.0,649.0,679,0,1183,6,1981.0,308.0,0,176,0,0,0,0,0,1832.0,71,17
70.0,5684,0.0,0.0,0.0,813.0,813.0,813,0,813,5,1932.0,270.0,0,113,0,0,0,0,0,1626.0,89,14
62.0,70761,0.0,655.0,0.0,878.0,1533.0,1533,0,1533,5,1975.0,576.0,200,54,0,0,0,0,0,3066.0,44,44
82.0,9303,42.0,742.0,0.0,130.0,872.0,888,0,1756,7,1996.0,422.0,144,122,0,0,0,0,0,2628.0,23,22
75.0,9000,0.0,0.0,0.0,768.0,768.0,786,0,1590,6,2008.0,676.0,0,30,0,0,0,0,0,2358.0,11,11
63.0,9297,0.0,1606.0,0.0,122.0,1728.0,1728,0,1728,8,1976.0,560.0,0,0,0,0,0,0,0,3456.0,43,43
80.0,9600,320.0,916.0,0.0,326.0,1242.0,1242,0,1242,6,1973.0,528.0,0,0,0,0,0,0,0,2484.0,46,46
34.0,4571,0.0,0.0,0.0,624.0,624.0,624,0,1344,7,1916.0,513.0,0,0,96,0,0,0,0,1968.0,103,69
80.5,53227,0.0,1116.0,0.0,248.0,1364.0,1663,0,1663,6,1954.0,529.0,224,137,0,0,0,0,0,3027.0,65,25
60.0,5100,0.0,0.0,0.0,588.0,588.0,833,0,1666,7,1925.0,228.0,192,63,0,0,0,0,0,2254.0,94,23
51.0,7015,161.0,185.0,0.0,524.0,709.0,979,0,1203,5,1950.0,352.0,0,0,248,0,0,0,0,1912.0,69,69
75.0,8004,110.0,544.0,0.0,288.0,832.0,832,0,1935,8,2009.0,552.0,0,150,0,0,0,0,0,2767.0,10,10
60.0,7200,0.0,350.0,210.0,0.0,560.0,575,0,1135,6,1971.0,576.0,256,0,0,0,0,0,0,1695.0,83,12
60.0,8281,0.0,553.0,311.0,0.0,864.0,864,0,864,5,1965.0,360.0,0,0,236,0,0,0,0,1728.0,54,54
74.0,11988,0.0,326.0,0.0,389.0,715.0,849,0,1660,6,1939.0,240.0,0,0,0,0,0,0,0,2375.0,85,24
60.0,8430,136.0,616.0,0.0,424.0,1040.0,1040,0,1040,5,0.0,0.0,0,0,0,0,0,0,0,2080.0,41,41
43.0,3072,18.0,0.0,0.0,1375.0,1375.0,1414,0,1414,6,2004.0,398.0,144,20,0,0,0,0,0,2789.0,15,15
85.0,10628,0.0,778.0,0.0,499.0,1277.0,1277,0,1277,5,1970.0,526.0,0,0,0,0,176,0,0,2554.0,49,49
79.0,9480,224.0,386.0,0.0,342.0,728.0,888,0,1644,7,1942.0,312.0,168,0,0,0,0,0,0,2372.0,77,24
98.0,11428,248.0,0.0,0.0,1626.0,1626.0,1634,0,1634,7,2006.0,866.0,0,44,0,0,0,0,0,3260.0,13,13
76.0,9291,120.0,426.0,0.0,406.0,832.0,832,0,1710,7,1993.0,506.0,144,70,0,0,0,0,0,2542.0,26,26
60.0,6820,0.0,368.0,1120.0,0.0,1488.0,1502,0,1502,4,1985.0,528.0,0,54,0,0,140,0,0,2990.0,34,34
92.0,11952,0.0,0.0,0.0,808.0,808.0,1161,0,1969,8,1977.0,534.0,0,0,0,0,276,0,0,2777.0,42,42
35.0,3675,80.0,459.0,0.0,88.0,547.0,1072,0,1072,5,2005.0,525.0,0,28,0,0,0,0,0,1619.0,14,14
110.0,14977,304.0,1350.0,0.0,626.0,1976.0,1976,0,1976,7,2006.0,908.0,250,63,0,0,0,0,0,3952.0,13,12
41.0,5330,0.0,1196.0,0.0,298.0,1494.0,1652,0,1652,6,2000.0,499.0,96,48,0,0,0,0,0,3146.0,19,19
80.0,8480,0.0,630.0,0.0,340.0,970.0,970,0,970,5,1996.0,624.0,0,24,0,0,192,0,0,1940.0,56,56
75.0,13125,215.0,994.0,0.0,484.0,1478.0,1493,0,1493,7,1997.0,508.0,140,39,0,0,0,0,0,2971.0,22,21
105.0,13693,772.0,0.0,0.0,2153.0,2153.0,2069,0,2643,9,2006.0,694.0,414,84,0,0,0,0,0,4796.0,13,13
79.0,10637,336.0,1288.0,0.0,417.0,1705.0,1718,0,1718,7,2007.0,826.0,208,44,0,0,0,0,0,3423.0,12,11
50.0,5925,435.0,168.0,0.0,739.0,907.0,1131,0,1131,7,1995.0,672.0,0,72,0,0,0,0,0,2038.0,82,19
98.0,16033,378.0,1261.0,0.0,572.0,1833.0,1850,0,1850,8,2004.0,772.0,519,112,0,0,0,0,0,3683.0,15,14
72.0,11846,562.0,1567.0,0.0,225.0,1792.0,1792,0,1792,6,2003.0,874.0,206,49,0,0,0,0,0,3584.0,16,15
50.0,2500,0.0,299.0,0.0,611.0,910.0,916,0,1826,7,1915.0,164.0,0,0,0,0,0,0,0,2736.0,104,14
32.0,4500,116.0,897.0,0.0,319.0,1216.0,1216,0,1216,5,1998.0,402.0,0,125,0,0,0,0,0,2432.0,21,21
72.0,7758,0.0,588.0,0.0,411.0,999.0,999,0,999,6,1963.0,264.0,0,132,0,0,0,0,0,1998.0,57,18
80.0,9600,0.0,607.0,0.0,506.0,1113.0,1113,0,1113,5,1950.0,264.0,0,80,120,0,0,0,0,2226.0,69,12
79.0,10289,168.0,836.0,0.0,237.0,1073.0,1073,0,1073,6,1965.0,515.0,0,0,0,0,0,0,0,2146.0,54,54
70.0,12243,0.0,998.0,0.0,486.0,1484.0,1484,0,1484,7,1971.0,487.0,224,0,0,0,180,0,0,2968.0,48,48
60.0,10800,0.0,664.0,0.0,290.0,954.0,1766,0,2414,10,1970.0,520.0,142,0,0,0,0,0,0,3368.0,119,49
21.0,1526,0.0,515.0,0.0,115.0,630.0,630,0,630,3,1970.0,286.0,0,0,0,0,0,0,0,1260.0,49,17
21.0,2665,0.0,0.0,0.0,264.0,264.0,616,0,1304,4,1976.0,336.0,141,24,0,0,0,0,0,1568.0,43,43
79.0,9490,0.0,403.0,165.0,238.0,806.0,958,0,1578,5,1941.0,240.0,0,0,32,0,0,0,0,2384.0,78,69
105.0,15578,0.0,0.0,0.0,728.0,728.0,728,0,1456,8,2006.0,429.0,0,0,0,0,0,0,0,2184.0,13,13
70.0,7931,0.0,374.0,532.0,363.0,1269.0,1269,0,1269,6,1964.0,308.0,0,0,0,0,0,0,0,2538.0,59,59
50.0,5784,0.0,0.0,0.0,190.0,190.0,886,0,886,4,1938.0,273.0,144,20,80,0,0,0,0,1076.0,81,23
60.0,7879,0.0,495.0,0.0,225.0,720.0,720,0,720,4,0.0,0.0,0,523,115,0,0,0,0,1440.0,99,69
89.0,12692,0.0,1231.0,0.0,1969.0,3200.0,3228,0,3228,10,1992.0,546.0,264,75,291,0,0,0,0,6428.0,27,26
60.0,9120,0.0,329.0,0.0,697.0,1026.0,1133,0,1820,8,1925.0,240.0,0,100,0,0,0,0,0,2846.0,94,69
65.0,7800,89.0,450.0,0.0,414.0,864.0,899,0,899,5,1967.0,288.0,64,0,0,0,0,0,0,1763.0,52,15
70.0,7535,0.0,111.0,279.0,522.0,912.0,912,0,912,5,1958.0,297.0,12,285,0,0,0,0,480,1824.0,61,34
21.0,1890,285.0,356.0,0.0,316.0,672.0,672,0,1218,7,1973.0,264.0,144,28,0,0,0,0,0,1890.0,46,46
75.0,9803,0.0,400.0,0.0,466.0,866.0,866,0,1768,7,2005.0,603.0,0,108,0,0,0,0,0,2634.0,14,14
70.0,9170,0.0,698.0,96.0,420.0,1214.0,1214,0,1214,6,1965.0,461.0,0,0,184,0,0,0,400,2428.0,54,54
100.0,15602,0.0,1247.0,0.0,254.0,1501.0,1801,0,1801,6,1959.0,484.0,0,54,0,0,161,0,0,3302.0,60,22
24.0,2308,0.0,257.0,495.0,103.0,855.0,855,0,1322,6,1974.0,440.0,260,0,0,0,0,0,0,2177.0,45,45
60.0,7596,360.0,0.0,0.0,960.0,960.0,960,0,1960,10,1952.0,400.0,0,0,0,0,0,0,0,2920.0,67,67
80.0,9554,125.0,380.0,0.0,397.0,777.0,1065,0,1911,8,1993.0,471.0,182,81,0,0,0,0,0,2688.0,26,25
75.0,7862,0.0,27.0,0.0,1191.0,1218.0,1218,0,1218,4,2009.0,676.0,0,102,0,0,0,0,0,2436.0,10,10
60.0,9600,0.0,141.0,0.0,548.0,689.0,689,0,1378,7,1928.0,360.0,0,0,116,0,0,0,0,2067.0,91,14
80.0,9600,132.0,991.0,0.0,50.0,1041.0,1041,0,1041,6,1959.0,270.0,224,88,0,0,0,0,0,2082.0,60,60
75.0,14559,70.0,650.0,180.0,178.0,1008.0,1363,0,1363,6,1951.0,288.0,324,42,0,0,168,0,2000,2371.0,68,19
40.0,6792,94.0,0.0,0.0,1368.0,1368.0,1368,0,1368,6,2005.0,474.0,132,35,0,0,0,0,0,2736.0,14,13
70.0,9100,0.0,521.0,174.0,169.0,864.0,864,0,864,5,1964.0,624.0,0,0,0,0,0,0,0,1728.0,61,61
71.0,9187,0.0,336.0,0.0,748.0,1084.0,1080,0,1080,5,1983.0,484.0,120,0,158,0,0,0,0,2164.0,36,36
55.0,10594,0.0,0.0,0.0,768.0,768.0,789,0,789,5,1926.0,200.0,0,0,112,0,0,0,0,1557.0,93,69
94.0,12220,305.0,1436.0,0.0,570.0,2006.0,2020,0,2020,9,2009.0,900.0,156,54,0,0,0,0,0,4026.0,10,10
80.0,10448,333.0,0.0,0.0,689.0,689.0,1378,0,2119,7,1972.0,583.0,0,104,0,0,0,0,0,2808.0,47,47
79.0,10208,921.0,0.0,0.0,1264.0,1264.0,1277,0,2344,7,1996.0,889.0,220,0,0,0,0,0,0,3608.0,23,22
70.0,9531,0.0,706.0,0.0,88.0,794.0,882,0,1796,7,1998.0,546.0,0,36,0,0,0,0,0,2590.0,21,21
53.0,10918,0.0,0.0,0.0,1276.0,1276.0,1276,0,2080,9,1926.0,282.0,0,0,0,0,145,0,0,3356.0,93,15
60.0,10800,0.0,0.0,0.0,0.0,0.0,694,0,1294,7,0.0,0.0,220,114,210,0,0,0,0,1294.0,119,19
90.0,11988,0.0,777.0,0.0,467.0,1244.0,1244,0,1244,6,1957.0,336.0,0,40,0,0,0,0,0,2488.0,62,62
50.0,5000,0.0,399.0,0.0,605.0,1004.0,1004,0,1664,7,1950.0,420.0,0,24,36,0,0,0,0,2668.0,72,69
95.0,11787,594.0,719.0,0.0,660.0,1379.0,1383,0,2398,8,1996.0,834.0,239,60,0,0,0,0,0,3777.0,23,22
62.0,7500,0.0,0.0,0.0,1257.0,1257.0,1266,0,1266,6,2005.0,453.0,38,144,0,0,0,0,0,2523.0,14,14
70.0,13300,0.0,377.0,0.0,551.0,928.0,928,0,928,4,1956.0,252.0,261,0,156,0,0,0,0,1856.0,63,19
67.0,14948,268.0,1330.0,0.0,122.0,1452.0,1476,0,2713,11,2008.0,858.0,126,66,0,0,0,0,0,4165.0,11,11
58.0,9098,0.0,348.0,0.0,180.0,528.0,605,0,605,5,0.0,0.0,0,0,144,0,0,0,0,1133.0,99,17
70.0,32668,0.0,1219.0,0.0,816.0,2035.0,2515,0,2515,9,1975.0,484.0,0,0,200,0,0,0,0,4550.0,62,44
85.0,10200,219.0,783.0,0.0,678.0,1461.0,1509,0,1509,5,1988.0,600.0,224,0,0,0,0,0,0,2970.0,31,30
60.0,6155,0.0,0.0,0.0,611.0,611.0,751,0,1362,6,1920.0,502.0,0,0,84,0,0,0,0,1973.0,99,20
60.0,7200,0.0,0.0,0.0,0.0,0.0,827,0,827,5,1967.0,392.0,0,0,0,0,0,0,0,827.0,64,12
50.0,5000,0.0,0.0,0.0,0.0,0.0,334,0,334,2,0.0,0.0,0,0,0,0,0,0,0,334.0,73,69
74.0,9056,0.0,0.0,0.0,707.0,707.0,707,0,1414,6,2004.0,403.0,100,35,0,0,0,0,0,2121.0,15,15
70.0,7000,0.0,969.0,0.0,148.0,1117.0,820,0,1347,5,0.0,0.0,85,0,148,0,0,0,0,2464.0,109,28
57.0,8924,0.0,0.0,0.0,880.0,880.0,880,0,1724,8,1998.0,527.0,120,155,0,0,0,0,0,2604.0,21,20
73.0,12735,0.0,600.0,0.0,264.0,864.0,864,0,864,5,1980.0,576.0,216,0,0,0,0,0,0,1728.0,47,47
72.0,11553,188.0,673.0,0.0,378.0,1051.0,1159,0,1159,7,1968.0,336.0,466,0,0,0,0,0,0,2210.0,51,51
70.0,11423,479.0,1358.0,0.0,223.0,1581.0,1601,0,1601,6,2001.0,670.0,180,0,0,0,0,0,2000,3182.0,18,17
85.0,14601,584.0,1260.0,0.0,578.0,1838.0,1838,0,1838,8,2006.0,765.0,270,68,0,0,0,0,0,3676.0,13,13
89.0,11000,72.0,0.0,0.0,969.0,969.0,997,0,2285,8,2000.0,648.0,0,56,0,0,0,0,0,3254.0,19,19
78.0,10140,0.0,144.0,1127.0,379.0,1650.0,1680,0,1680,7,1998.0,583.0,78,73,0,0,0,0,0,3330.0,21,20
34.0,4058,182.0,584.0,139.0,0.0,723.0,767,0,767,4,1998.0,367.0,120,40,0,0,0,0,0,1490.0,21,21
58.0,17104,0.0,554.0,0.0,100.0,654.0,664,0,1496,7,2006.0,426.0,100,24,0,0,0,0,0,2150.0,13,13
80.0,13837,178.0,1002.0,202.0,0.0,1204.0,1377,0,2183,9,1988.0,786.0,0,0,0,0,0,0,0,3387.0,31,31
70.0,8737,0.0,300.0,0.0,765.0,1065.0,915,0,1635,6,1950.0,440.0,0,38,0,144,0,0,0,2700.0,96,69
54.0,7244,0.0,619.0,0.0,149.0,768.0,768,0,768,5,1987.0,624.0,104,0,0,0,0,0,0,1536.0,49,49
49.0,8235,0.0,180.0,645.0,0.0,825.0,825,0,825,4,1963.0,720.0,140,50,0,0,0,0,0,1650.0,64,24
75.0,9375,0.0,0.0,0.0,912.0,912.0,912,0,2094,8,2003.0,615.0,182,182,0,0,0,0,0,3006.0,16,15
53.0,4043,0.0,559.0,0.0,510.0,1069.0,1069,0,1069,4,1977.0,440.0,0,55,0,0,200,0,0,2138.0,42,42
50.0,6000,0.0,308.0,0.0,620.0,928.0,928,0,928,5,1957.0,288.0,0,0,0,0,0,0,0,1856.0,62,62
87.0,11146,250.0,0.0,0.0,1709.0,1709.0,1717,0,1717,7,2006.0,908.0,169,39,0,0,0,0,0,3426.0,13,13
67.0,8777,0.0,0.0,0.0,0.0,0.0,1126,0,1126,5,2002.0,520.0,0,96,0,0,0,0,0,1126.0,70,16
85.0,10625,292.0,866.0,0.0,132.0,998.0,1006,0,2046,8,2003.0,871.0,320,62,0,0,0,0,0,3044.0,16,15
58.0,6380,0.0,0.0,0.0,993.0,993.0,1048,0,1048,5,1922.0,280.0,0,0,116,0,0,0,0,2041.0,97,69
69.0,14850,0.0,895.0,0.0,197.0,1092.0,1092,0,1092,6,1957.0,299.0,268,0,0,0,122,0,0,2184.0,62,62
60.0,11040,0.0,637.0,0.0,0.0,637.0,897,0,1336,7,1994.0,570.0,0,47,120,0,0,0,0,1973.0,99,69
57.0,21872,0.0,604.0,0.0,125.0,729.0,729,0,1446,6,1996.0,406.0,264,22,0,0,0,0,0,2175.0,23,22
43.0,3196,18.0,0.0,0.0,1374.0,1374.0,1557,0,1557,7,2003.0,420.0,143,20,0,0,0,0,0,2931.0,16,15
72.0,11341,180.0,1302.0,0.0,90.0,1392.0,1392,0,1392,5,1957.0,528.0,0,0,0,0,95,0,0,2784.0,62,23
77.0,10010,0.0,1071.0,123.0,195.0,1389.0,1389,0,1389,6,1975.0,418.0,240,38,0,0,0,0,0,2778.0,45,44
63.0,13907,0.0,290.0,0.0,706.0,996.0,996,0,996,6,0.0,0.0,144,0,0,0,0,0,0,1992.0,79,50
66.0,21780,0.0,0.0,0.0,1163.0,1163.0,1163,0,1674,8,1955.0,396.0,72,36,0,0,144,0,0,2837.0,101,69
89.0,13346,0.0,728.0,0.0,367.0,1095.0,1166,0,2295,9,1992.0,590.0,0,40,0,0,0,0,0,3390.0,27,19
66.0,6858,0.0,0.0,0.0,806.0,806.0,841,0,1647,6,1920.0,216.0,0,66,136,0,0,0,0,2453.0,104,69
77.0,11198,245.0,0.0,0.0,1122.0,1122.0,1134,0,2504,11,2005.0,656.0,144,39,0,0,0,0,0,3626.0,14,12
70.0,10171,168.0,2.0,0.0,1515.0,1517.0,1535,0,1535,7,2004.0,532.0,0,0,0,0,0,0,0,3052.0,15,15
79.0,12327,0.0,1441.0,0.0,55.0,1496.0,1496,0,2132,5,1983.0,612.0,349,40,0,0,0,0,0,3628.0,36,10
73.0,7032,0.0,943.0,0.0,0.0,943.0,943,0,943,4,1979.0,600.0,42,0,0,0,0,0,0,1886.0,40,40
74.0,13101,108.0,231.0,0.0,1497.0,1728.0,1728,0,1728,10,1987.0,576.0,0,0,0,0,0,0,0,3456.0,54,54
60.0,7332,207.0,414.0,0.0,450.0,864.0,864,0,864,4,1959.0,288.0,168,0,0,0,0,0,0,1728.0,60,60
83.0,13159,0.0,0.0,0.0,846.0,846.0,846,0,1692,6,2009.0,650.0,208,114,0,0,0,0,0,2538.0,10,10
76.0,9967,0.0,0.0,0.0,384.0,384.0,774,0,1430,8,2000.0,400.0,100,0,0,0,0,0,0,1814.0,19,19
70.0,10500,82.0,349.0,0.0,23.0,372.0,576,0,1109,5,1971.0,288.0,35,0,0,0,0,0,0,1481.0,48,14
80.0,8480,0.0,442.0,0.0,390.0,832.0,832,0,1216,6,1947.0,336.0,158,0,102,0,0,0,0,2048.0,72,69
52.0,6292,0.0,0.0,0.0,861.0,861.0,877,0,1477,6,1928.0,216.0,0,50,0,0,0,0,0,2338.0,91,69
96.0,11777,97.0,328.0,551.0,285.0,1164.0,1320,0,1320,6,1966.0,564.0,160,68,240,0,0,0,0,2484.0,53,53
34.0,3604,0.0,0.0,0.0,689.0,689.0,703,0,1392,5,2007.0,540.0,0,102,0,0,0,0,0,2081.0,12,12
81.0,12150,335.0,0.0,0.0,1050.0,1050.0,1050,0,1795,7,1954.0,352.0,0,0,0,0,0,0,0,2845.0,65,65
73.0,14585,85.0,594.0,219.0,331.0,1144.0,1429,0,1429,7,1960.0,572.0,216,110,0,0,0,0,0,2573.0,59,32
98.0,12704,306.0,0.0,0.0,2042.0,2042.0,2042,0,2042,8,2009.0,1390.0,0,90,0,0,0,0,0,4084.0,11,10
81.0,11841,104.0,816.0,0.0,0.0,816.0,816,0,816,5,0.0,0.0,0,32,0,0,0,0,0,1632.0,29,29
75.0,13500,0.0,0.0,0.0,1237.0,1237.0,1521,0,2775,9,1988.0,880.0,105,502,0,0,0,0,0,4012.0,126,19
51.0,6120,0.0,0.0,0.0,884.0,884.0,989,0,1573,6,1935.0,240.0,0,0,54,0,120,0,0,2457.0,84,24
88.0,11443,208.0,1460.0,0.0,408.0,1868.0,2028,0,2028,7,2005.0,880.0,326,66,0,0,0,0,0,3896.0,14,13
55.0,10267,0.0,210.0,606.0,0.0,816.0,838,0,838,5,1961.0,275.0,0,0,112,0,0,0,0,1654.0,101,19
74.0,8740,0.0,672.0,0.0,168.0,840.0,860,0,860,4,1996.0,528.0,0,0,0,0,0,0,0,1700.0,37,37
65.0,25095,0.0,1324.0,0.0,113.0,1437.0,1473,0,1473,5,1968.0,452.0,0,48,0,0,60,0,0,2910.0,51,16
50.0,9100,0.0,0.0,0.0,742.0,742.0,779,156,935,4,1988.0,308.0,0,0,0,0,0,0,600,1521.0,89,59
64.0,8320,0.0,490.0,0.0,280.0,770.0,770,0,1582,6,2004.0,520.0,0,45,0,0,0,0,0,2352.0,15,15
97.0,13478,420.0,1338.0,0.0,384.0,1722.0,1728,0,2296,10,2008.0,842.0,382,274,0,0,0,0,0,4018.0,11,11
60.0,6600,0.0,816.0,0.0,0.0,816.0,816,0,816,4,1985.0,816.0,0,0,0,0,0,0,0,1632.0,37,16
70.0,4435,170.0,685.0,0.0,163.0,848.0,848,0,848,4,2003.0,420.0,140,0,0,0,0,0,0,1696.0,16,16
88.0,7990,0.0,0.0,0.0,924.0,924.0,924,0,924,5,1981.0,280.0,0,0,0,0,0,0,0,1848.0,44,44
69.0,11302,238.0,1422.0,0.0,392.0,1814.0,1826,0,1826,7,2005.0,758.0,180,75,0,0,120,0,0,3640.0,14,13
